H01|010201|601687|2021-12-31|LBBPRK|0200|0|
D01|000|4100000000|4829264366
D01|000|4101010100|0
D01|000|4101010201|0
D01|000|4101010202|11946868
D01|000|4101010203|288728925
D01|000|4101010204|0
D01|000|4101010301|0
D01|000|4101010302|0
D01|000|4101020100|0
D01|000|4101020200|4392533812
D01|000|4101030100|0
D01|000|4101030201|0
D01|000|4101030202|78724319
D01|000|4101040000|0
D01|000|4102010000|0
D01|000|4102020000|0
D01|000|4102030000|0
D01|000|4102040000|0
D01|000|4102050000|96658000
D01|000|4102990000|118121080
D01|000|5100000000|3310337881
D01|000|5101010100|1060640
D01|000|5101010200|933133844
D01|000|5101010300|0
D01|000|5101010401|0
D01|000|5101010402|0
D01|000|5101010403|0
D01|000|5101010404|0
D01|000|5101019900|20919632
D01|000|5101020100|0
D01|000|5101020200|0
D01|000|5102000000|0
D01|000|5103010000|0
D01|000|5103020000|60521000
D01|000|5103030100|0
D01|000|5103030200|57273000
D01|000|5104000000|6000000
D01|000|5105000000|0
D01|000|5106010100|1078834432
D01|000|5106010200|195955200
D01|000|5106019900|34696413
D01|000|5106020000|47704000
D01|000|5106030100|0
D01|000|5106039900|0
D01|000|5106040000|310363515
D01|000|5106050000|17427082
D01|000|5106060000|10973848
D01|000|5106070000|7904306
D01|000|5106080000|248319928
D01|000|5106090000|194895409
D01|000|5199010000|0
D01|000|5199020000|0
D01|000|5199990000|84355632
D01|000|3104040100|1518926485
D01|000|4200000000|0
D01|000|4201010000|0
D01|000|4201020000|0
D01|000|4202010000|0
D01|000|4202020000|0
D01|000|4203000000|0
D01|000|4204000000|0
D01|000|4205000000|0
D01|000|4299000000|0
D01|000|5200000000|32159000
D01|000|5201010000|0
D01|000|5201020000|0
D01|000|5202010000|0
D01|000|5202020000|0
D01|000|5203000000|0
D01|000|5204000000|0
D01|000|5299000000|32159000
D01|000|3104040200|-32159000
D01|000|3104040300|1486767485
D01|000|5300000000|
D01|000|4400000000|0
D01|000|5400000000|0
D01|000|3104040400|1486767485
D01|000|7101010000|0
D01|000|7101990000|0
D01|000|7101980000|0
D01|000|7102010000|0
D01|000|7102990000|0
D01|000|7102980000|0
D01|000|3104040500|0
D01|000|3104040600|0
D01|001|4100000000|4829264366
D01|001|4101010100|0
D01|001|4101010201|0
D01|001|4101010202|11946868
D01|001|4101010203|288728925
D01|001|4101010204|0
D01|001|4101010301|0
D01|001|4101010302|0
D01|001|4101020100|0
D01|001|4101020200|4392533812
D01|001|4101030100|0
D01|001|4101030201|0
D01|001|4101030202|78724319
D01|001|4101040000|0
D01|001|4102010000|0
D01|001|4102020000|0
D01|001|4102030000|0
D01|001|4102040000|0
D01|001|4102050000|96658000
D01|001|4102990000|118121080
D01|001|5100000000|3310337881
D01|001|5101010100|1060640
D01|001|5101010200|933133844
D01|001|5101010300|0
D01|001|5101010401|0
D01|001|5101010402|0
D01|001|5101010403|0
D01|001|5101010404|0
D01|001|5101019900|20919632
D01|001|5101020100|0
D01|001|5101020200|0
D01|001|5102000000|0
D01|001|5103010000|0
D01|001|5103020000|60521000
D01|001|5103030100|0
D01|001|5103030200|57273000
D01|001|5104000000|6000000
D01|001|5105000000|0
D01|001|5106010100|1078834432
D01|001|5106010200|195955200
D01|001|5106019900|34696413
D01|001|5106020000|47704000
D01|001|5106030100|0
D01|001|5106039900|0
D01|001|5106040000|310363515
D01|001|5106050000|17427082
D01|001|5106060000|10973848
D01|001|5106070000|7904306
D01|001|5106080000|248319928
D01|001|5106090000|194895409
D01|001|5199010000|0
D01|001|5199020000|0
D01|001|5199990000|84355632
D01|001|3104040100|1518926485
D01|001|4200000000|0
D01|001|4201010000|0
D01|001|4201020000|0
D01|001|4202010000|0
D01|001|4202020000|0
D01|001|4203000000|0
D01|001|4204000000|0
D01|001|4205000000|0
D01|001|4299000000|0
D01|001|5200000000|32159000
D01|001|5201010000|0
D01|001|5201020000|0
D01|001|5202010000|0
D01|001|5202020000|0
D01|001|5203000000|0
D01|001|5204000000|0
D01|001|5299000000|32159000
D01|001|3104040200|-32159000
D01|001|3104040300|1486767485
D01|001|5300000000|
D01|001|4400000000|0
D01|001|5400000000|0
D01|001|3104040400|1486767485
D01|001|7101010000|0
D01|001|7101990000|0
D01|001|7101980000|0
D01|001|7102010000|0
D01|001|7102990000|0
D01|001|7102980000|0
D01|001|3104040500|0
D01|001|3104040600|0
