H01|010201|601687|2021-12-31|LBBPRK|0100|0|
D01|000|1101010000|32634100
D01|000|1101020000|0
D01|000|1102000000|0
D01|000|1103010000|9931239476
D01|000|1103020000|46359000
D01|000|1104010100|29196455361
D01|000|1104010200|103243398
D01|000|1104010300|30045412
D01|000|1104010400|0
D01|000|1104010500|0
D01|000|1104020000|146017000
D01|000|1201000000|2003429523
D01|000|1202010000|5164270410
D01|000|1202020000|828680888
D01|000|1203010000|104500000
D01|000|1203020000|81947913
D01|000|1204000000|0
D01|000|1299000000|386987119
D01|000|1000000000|45643313202
D01|000|2101000000|21605277
D01|000|2102010100|15037531297
D01|000|2102010200|0
D01|000|2102020100|0
D01|000|2102020200|0
D01|000|2103010000|0
D01|000|2103020000|0
D01|000|2201010000|0
D01|000|2201020000|0
D01|000|2201030000|0
D01|000|2202000000|0
D01|000|2203000000|0
D01|000|2299000000|132191909
D01|000|2000000000|15191328483
D01|000|3101010000|100000000000
D01|000|3101020000|75000000000
D01|000|3102010000|0
D01|000|3102020000|0
D01|000|3102030000|0
D01|000|3102990000|0
D01|000|3103010000|0
D01|000|3103020000|0
D01|000|3103990000|1380227381
D01|000|3103980000|0
D01|000|3104010000|1200000000
D01|000|3104020000|0
D01|000|3105010000|1384989853
D01|000|3105020000|1486767485
D01|000|3000000000|30451984719
D01|001|1101010000|32634100
D01|001|1101020000|0
D01|001|1102000000|0
D01|001|1103010000|9931239476
D01|001|1103020000|46359000
D01|001|1104010100|29196455361
D01|001|1104010200|103243398
D01|001|1104010300|30045412
D01|001|1104010400|0
D01|001|1104010500|0
D01|001|1104020000|146017000
D01|001|1201000000|2003429523
D01|001|1202010000|5164270410
D01|001|1202020000|828680888
D01|001|1203010000|104500000
D01|001|1203020000|81947913
D01|001|1204000000|0
D01|001|1299000000|386987119
D01|001|1000000000|45643313202
D01|001|2101000000|21605277
D01|001|2102010100|15037531297
D01|001|2102010200|0
D01|001|2102020100|0
D01|001|2102020200|0
D01|001|2103010000|0
D01|001|2103020000|0
D01|001|2201010000|0
D01|001|2201020000|0
D01|001|2201030000|0
D01|001|2202000000|0
D01|001|2203000000|0
D01|001|2299000000|132191909
D01|001|2000000000|15191328483
D01|001|3101010000|100000000000
D01|001|3101020000|75000000000
D01|001|3102010000|0
D01|001|3102020000|0
D01|001|3102030000|0
D01|001|3102990000|0
D01|001|3103010000|0
D01|001|3103020000|0
D01|001|3103990000|1380227381
D01|001|3103980000|0
D01|001|3104010000|1200000000
D01|001|3104020000|0
D01|001|3105010000|1384989853
D01|001|3105020000|1486767485
D01|001|3000000000|30451984719
